,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
1233,Michael Allen,18,qvazquez@example.org,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Erica Ramirez,2,5.0,3.3,2.8,SI,FORMACIÓN
1234,Jessica Hernandez,25,bettyriley@example.com,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erin Smith,2,3.7,3.4,5.0,SI,FORMACIÓN
1235,Megan Knight,21,uturner@example.com,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Edward Watson,3,4.5,5.0,3.5,SI,FORMACIÓN
1236,Susan Boyd,24,robertsonkelly@example.net,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Emily Villegas,3,3.4,4.7,4.8,SI,FORMACIÓN
1237,Susan Gray,27,wrodriguez@example.net,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,1,3.6,4.4,3.1,SI,FORMACIÓN
1238,Cynthia Dickson PhD,29,sharonberry@example.com,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Emily Villegas,3,2.9,3.6,3.0,SI,FORMACIÓN
1239,Jennifer Garrison,30,josephanderson@example.net,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Connie Pace,3,4.1,3.9,3.2,SI,FORMACIÓN
1240,Zachary Anderson,28,shawn27@example.org,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Sierra Phillips,2,4.6,4.2,3.4,NO,FORMACIÓN
1241,Sean Larson,29,andradechristopher@example.com,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erin Smith,1,3.1,3.1,4.1,SI,FORMACIÓN
1242,Penny Price,24,reedkevin@example.org,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,3,3.7,3.0,3.2,NO,FORMACIÓN
1243,Elizabeth Jones,18,robertellis@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,2,4.1,3.6,4.6,NO,FORMACIÓN
1244,Morgan Wilson,29,vwilliams@example.org,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Edward Watson,2,4.7,3.0,3.8,NO,FORMACIÓN
1245,Robert Munoz,25,robinolson@example.net,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Connie Pace,1,3.1,3.9,3.0,SI,FORMACIÓN
1246,Kathleen Hunter,21,jhenderson@example.net,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Erica Ramirez,3,4.0,4.3,4.6,SI,FORMACIÓN
1247,Derrick Garcia,18,danielholt@example.net,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,1,4.4,2.9,4.9,NO,FORMACIÓN
1248,Margaret Ferrell,29,patricianguyen@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,1,3.5,4.7,4.2,NO,FORMACIÓN
1249,Mrs. Stephanie Dean,19,john34@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Edward Watson,1,4.7,3.4,3.4,SI,FORMACIÓN
1250,Teresa Garcia,25,anthony99@example.com,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Emily Villegas,2,3.3,4.6,3.0,SI,FORMACIÓN
1251,Susan Edwards,29,jessica51@example.org,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,1,4.8,2.8,4.0,SI,FORMACIÓN
1252,Kathleen Douglas,19,iray@example.net,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,1,3.9,4.0,4.1,SI,FORMACIÓN
1253,Krystal Gordon,23,shelley62@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,3,4.3,4.9,3.3,NO,FORMACIÓN
1254,David Hall,30,pnorman@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Michael Williams,3,3.2,4.5,4.2,SI,FORMACIÓN
1255,Crystal Miller,29,christopherlawson@example.com,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Anna Cruz,3,3.6,3.3,4.4,NO,FORMACIÓN
1256,James Henderson,27,cdiaz@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Anna Cruz,3,3.9,3.4,3.5,SI,FORMACIÓN
1257,Sierra Gomez,28,harrismary@example.net,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,1,4.2,4.3,2.9,SI,FORMACIÓN
1258,Paula Walker,27,justin72@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Connie Pace,2,3.9,4.5,3.4,NO,FORMACIÓN
1259,James Roach,27,lamraven@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Raymond Miller,1,3.7,4.7,3.4,SI,FORMACIÓN
1260,Robert Miller,21,nperez@example.org,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Sierra Phillips,1,4.8,3.5,4.7,NO,FORMACIÓN
1261,Barbara Barton,30,luis10@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Erica Ramirez,2,4.1,4.1,2.9,SI,FORMACIÓN
1262,Nancy Villarreal,26,jamesquinn@example.com,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,2,3.6,3.1,4.4,NO,FORMACIÓN
1263,Michael Conner,21,christopher22@example.net,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,3,2.9,3.7,4.4,SI,FORMACIÓN
1264,Beverly Marshall,21,hernandezchad@example.net,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,3,4.9,2.9,3.6,SI,FORMACIÓN
1265,Linda Shepard,28,jeffallen@example.net,REGULAR,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Bradley Jimenez,3,5.0,2.8,4.9,NO,FORMACIÓN
1266,Andrew Gray,24,erinmolina@example.org,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Erin Smith,1,5.0,4.5,3.8,NO,FORMACIÓN
1267,Elijah Ray,26,ucastro@example.org,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erica Ramirez,1,2.9,4.1,4.6,SI,FORMACIÓN
1268,Justin Russo,27,vgutierrez@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Edward Watson,3,4.5,3.1,4.5,SI,FORMACIÓN
1269,Daniel Crawford,27,stephenroberts@example.org,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Raymond Miller,3,4.0,4.7,4.3,SI,CANCELADO
1270,Joseph Jenkins,24,jmitchell@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Connie Pace,3,4.1,3.5,3.5,NO,FORMACIÓN
1271,Lisa Johnson,18,imiles@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Bradley Jimenez,1,3.3,3.2,3.1,NO,FORMACIÓN
1272,John Dudley,22,robertholder@example.org,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Kathryn Carroll,2,4.4,4.8,3.9,SI,FORMACIÓN
1273,Colleen Fields,29,nancydelacruz@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,3,3.2,4.0,3.8,SI,FORMACIÓN
1274,Michael Cochran,27,jesse39@example.org,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,2,3.7,3.8,3.7,NO,FORMACIÓN
1275,Daniel George,22,lopeztracy@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,1,4.0,3.2,4.2,SI,FORMACIÓN
1276,Lori Johnson,24,egutierrez@example.org,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erica Ramirez,3,2.9,4.9,3.1,SI,FORMACIÓN
1277,Juan Jackson,26,imiller@example.org,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erin Smith,1,3.7,3.3,5.0,SI,FORMACIÓN
1278,Angela Warren,29,sdunn@example.com,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Michael Williams,3,3.3,2.8,3.3,SI,FORMACIÓN
1279,Colleen Fields,29,nancydelacruz@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,2,4.5,3.2,3.1,NO,FORMACIÓN
1280,Crystal Ortiz,18,ulambert@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Michael Williams,3,4.3,3.5,3.9,SI,FORMACIÓN
1281,Phyllis Marshall,25,handerson@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Emily Villegas,1,3.1,3.8,3.9,NO,FORMACIÓN
1282,James Rice,25,kennethgould@example.net,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Michael Williams,3,4.9,4.7,3.6,SI,FORMACIÓN
1283,Erin Jenkins,20,jacqueline79@example.com,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,1,3.5,4.1,4.7,NO,FORMACIÓN
1284,Sierra Gomez,28,harrismary@example.net,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,2,4.2,3.8,4.3,NO,FORMACIÓN
1285,Briana Tate,25,williamseric@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,3,4.6,3.6,4.0,NO,FORMACIÓN
1286,Ronald Stone,26,karlrodriguez@example.org,REGULAR,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Emily Villegas,1,4.0,4.7,4.6,SI,CANCELADO
1287,Lauren Yates,20,rodriguezdeborah@example.net,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,1,4.0,3.4,2.9,NO,FORMACIÓN
1288,Bobby Shaw,26,frostdiana@example.org,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Kathryn Carroll,3,5.0,4.8,4.7,NO,FORMACIÓN
1289,Mr. Peter Bailey,25,jamesrobles@example.com,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Sierra Phillips,2,4.3,3.5,4.0,NO,FORMACIÓN
1290,Arthur Ball,19,zarcher@example.net,REGULAR,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Michael Williams,3,4.1,4.6,3.0,NO,FORMACIÓN
1291,Barry Meyer,20,smithmichael@example.com,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Anna Cruz,3,4.1,4.0,3.1,NO,FORMACIÓN
1292,Veronica Vega,20,xgillespie@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Emily Villegas,3,4.8,3.8,3.3,NO,FORMACIÓN
1293,John Dudley,22,robertholder@example.org,REGULAR,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Kathryn Carroll,1,3.5,4.1,3.4,SI,FORMACIÓN
1294,Morgan Wilson,29,vwilliams@example.org,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Edward Watson,1,3.3,4.5,3.1,SI,FORMACIÓN
1295,Elijah Robinson,29,lgutierrez@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,3,2.9,3.4,4.3,SI,FORMACIÓN
1296,Nicholas Mills,19,dcollier@example.org,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Christopher Thomas,2,4.2,2.9,4.0,SI,FORMACIÓN
1297,Carlos Welch,30,cameron45@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Anna Cruz,3,2.9,4.7,3.7,SI,FORMACIÓN
1298,Sarah Vang,28,owensmatthew@example.org,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erica Ramirez,3,4.2,4.3,3.9,SI,FORMACIÓN
1299,Michael Warner,25,anthonylisa@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,3,4.6,3.6,3.6,NO,FORMACIÓN
1300,Julie Lee,22,gibsoncynthia@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Raymond Miller,3,3.7,4.6,3.4,NO,FORMACIÓN
1301,Laura Hunter,19,jensenjody@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Raymond Miller,3,3.2,4.3,4.2,SI,FORMACIÓN
1302,Erin Landry,28,joshualewis@example.com,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Raymond Miller,2,3.3,2.8,3.4,NO,FORMACIÓN
1303,Ryan Wright,21,ofitzpatrick@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Christopher Thomas,3,3.9,4.4,3.2,SI,FORMACIÓN
1304,Brittney Reeves,25,jdavis@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Emily Villegas,2,4.9,4.6,3.4,SI,FORMACIÓN
1305,Katrina Jackson,28,amysolomon@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Edward Watson,3,3.3,4.2,4.2,NO,FORMACIÓN
1306,Alexander Mendoza,23,bvillanueva@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,2,4.8,3.3,3.5,SI,FORMACIÓN
1307,Krystal Gordon,23,shelley62@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,2,3.4,4.8,4.8,SI,FORMACIÓN
1308,Rebecca Arellano,26,amberdouglas@example.com,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,2,5.0,4.2,3.1,NO,FORMACIÓN
1309,Jessica Martinez,22,zcook@example.org,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Anna Cruz,3,3.0,4.0,3.0,NO,FORMACIÓN
1310,Taylor Baxter,19,joann82@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Raymond Miller,3,4.3,4.2,2.8,SI,CANCELADO
1311,Stephen Miranda MD,29,hayescolleen@example.org,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Edward Watson,2,4.7,4.8,4.3,NO,FORMACIÓN
1312,Lisa Johnson,18,imiles@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Bradley Jimenez,2,2.8,4.7,3.4,NO,FORMACIÓN
1313,Heather Johnson,30,christine40@example.net,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,3,2.8,3.8,4.6,NO,FORMACIÓN
1314,Faith Mitchell,20,david36@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,3,4.4,2.9,4.4,SI,FORMACIÓN
1315,Julie Lane,25,berrytricia@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,3,3.4,3.3,3.7,SI,FORMACIÓN
1316,Jennifer Harris,27,sarahortiz@example.org,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Michael Williams,1,4.3,3.4,4.2,SI,FORMACIÓN
1317,John Davis,21,dnelson@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Connie Pace,3,3.3,3.5,5.0,SI,FORMACIÓN
1318,Crystal Miller,29,christopherlawson@example.com,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Anna Cruz,2,3.0,4.8,4.7,SI,FORMACIÓN
1319,Troy Le,21,joshuaallen@example.net,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erica Ramirez,3,3.1,3.9,4.4,NO,FORMACIÓN
1320,Debbie Hernandez,26,parkeramanda@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,3,4.2,3.1,3.8,SI,FORMACIÓN
1321,Casey Mack,27,bbaker@example.net,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,3,4.7,4.5,3.9,NO,FORMACIÓN
1322,Sean Scott,26,butlerkatherine@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Connie Pace,1,3.2,3.0,3.1,NO,FORMACIÓN
1323,David Bean,22,wgonzalez@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,3,3.0,4.8,3.8,NO,FORMACIÓN
1324,Amanda Ferguson,20,mdunn@example.com,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Erica Ramirez,3,3.9,3.4,4.5,NO,FORMACIÓN
1325,Mary Thomas,20,justin28@example.org,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Edward Watson,2,3.0,3.1,3.8,NO,FORMACIÓN
1326,Eric Humphrey,23,rguzman@example.com,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Sierra Phillips,2,3.2,3.9,3.5,SI,FORMACIÓN
1327,Kimberly Phillips,22,anthonyfigueroa@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Raymond Miller,1,3.8,3.6,4.5,SI,FORMACIÓN
1328,Linda Shepard,28,jeffallen@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Bradley Jimenez,1,3.6,3.6,3.7,SI,FORMACIÓN
1329,Nicholas Chapman,27,billy76@example.net,REGULAR,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Kathryn Carroll,1,3.9,4.1,4.4,SI,CANCELADO
1330,Amy Rice,24,tvasquez@example.org,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Christopher Thomas,3,3.1,3.5,4.4,SI,FORMACIÓN
1331,Christine Miller,26,ricardo14@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Michael Williams,3,3.6,3.5,3.6,NO,FORMACIÓN
1332,Teresa Lowe,22,isaachernandez@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Michael Williams,1,4.3,3.0,2.9,SI,FORMACIÓN
1333,Dr. Darlene Williams,20,mhorton@example.org,EMPRESARIAL,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Erin Smith,3,4.9,4.7,3.0,NO,FORMACIÓN
1334,Brian Martinez,25,brooksjames@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,1,4.3,3.0,3.8,SI,FORMACIÓN
1335,Patricia Jordan,25,maria30@example.net,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Emily Villegas,1,4.3,4.5,4.9,SI,FORMACIÓN
1336,Jamie Daniel,27,davisnathan@example.com,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erin Smith,2,4.8,3.7,4.3,NO,FORMACIÓN
1337,Brenda Jimenez,25,samanthaholmes@example.net,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Connie Pace,3,3.3,4.7,3.6,NO,FORMACIÓN
1338,Brittany King,23,denisesanchez@example.org,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Kathryn Carroll,3,3.6,3.7,4.0,NO,FORMACIÓN
1339,Lauren Johnson,22,beardsteve@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erin Smith,1,4.0,4.9,3.8,SI,FORMACIÓN
1340,Melinda Pena,24,clambert@example.com,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Connie Pace,3,4.6,3.4,3.0,NO,FORMACIÓN
1341,Erin Lee,19,xorozco@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,1,4.2,4.9,2.8,SI,FORMACIÓN
1342,Alan Todd,21,phughes@example.com,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,2,3.4,3.3,3.4,SI,FORMACIÓN
1343,Sabrina Hayes,21,nwolfe@example.com,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Emily Villegas,3,4.9,3.9,2.9,SI,FORMACIÓN
1344,Michael Conner,21,christopher22@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,2,3.8,2.8,4.0,SI,FORMACIÓN
1345,Lisa Brown,29,guzmanjoseph@example.net,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,2,3.1,4.9,4.0,SI,FORMACIÓN
1346,Jordan Robinson,29,jessicawilson@example.net,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Anna Cruz,2,2.9,4.2,4.2,SI,FORMACIÓN
1347,Jonathan Rodriguez,19,todd71@example.com,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Michael Williams,2,3.7,2.8,4.4,NO,FORMACIÓN
1348,Kenneth Ortega DDS,18,garciamichelle@example.com,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,3,3.5,3.0,4.6,NO,FORMACIÓN
1349,Jacqueline Anderson,29,tquinn@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,2,3.1,4.4,3.6,SI,FORMACIÓN
1350,Derek Sanchez,21,katelyn22@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Erica Ramirez,2,3.1,4.6,4.8,NO,FORMACIÓN
1351,Frank Mora,28,nichole14@example.net,REGULAR,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Kathryn Carroll,2,3.6,4.1,2.9,SI,FORMACIÓN
1352,Jason Wright,26,nbailey@example.org,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,1,3.2,3.0,2.9,SI,FORMACIÓN
1353,Sherry Rogers,26,carmengalvan@example.net,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Kathryn Carroll,2,4.6,3.2,5.0,NO,FORMACIÓN
1354,Susan Edwards,29,jessica51@example.org,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,3,4.0,3.4,3.9,SI,FORMACIÓN
1355,Jeanne Mitchell,30,marvincarey@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,1,4.2,4.1,4.5,NO,FORMACIÓN
1356,Kendra Cortez,23,jeffrey56@example.com,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Christopher Thomas,2,3.7,3.7,2.9,NO,FORMACIÓN
1357,George Hernandez,21,sglenn@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,2,4.8,4.8,4.9,NO,FORMACIÓN
1358,Victoria Goodman,20,rpage@example.com,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,3,3.5,2.9,3.2,NO,FORMACIÓN
1359,Chad Williams,27,baldwinconnie@example.com,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Anna Cruz,1,4.2,4.3,3.8,SI,FORMACIÓN
1360,Donna Murray,27,christopher48@example.net,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,2,3.0,3.1,4.3,NO,FORMACIÓN
1361,Shannon Willis,27,ukirk@example.org,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Raymond Miller,1,4.9,4.2,4.6,SI,FORMACIÓN
1362,John Flynn,28,johnsonkenneth@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Sierra Phillips,1,3.8,3.9,2.9,NO,CANCELADO
1363,Daniel Zuniga,18,omendoza@example.com,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,1,3.1,3.4,3.6,SI,FORMACIÓN
1364,Carly Gilbert,26,mary29@example.net,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,1,3.2,3.4,3.4,NO,FORMACIÓN
1365,Timothy Bell,22,jonathanjohnson@example.org,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Christopher Thomas,2,4.3,3.7,2.9,NO,FORMACIÓN
1366,Dustin Roach,29,raygabrielle@example.org,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Connie Pace,1,3.1,4.1,4.9,NO,FORMACIÓN
